emp_no,first_name,last_name,title,from_date,to_date
24842,Selwyn,Boyle,Senior Staff,1999-10-03,9999-01-01
24867,Odysseas,Ouhyoung,Engineer,1999-08-20,9999-01-01
24871,Irene,Paludetto,Staff,1999-02-27,9999-01-01
24876,Almudena,Budinsky,Senior Staff,1999-11-20,9999-01-01
24879,Subhash,Schaap,Technique Leader,1986-04-13,9999-01-01
24888,Murthy,Felder,Senior Staff,1990-03-31,9999-01-01
24890,Ebbe,Ramsey,Senior Staff,1998-01-12,9999-01-01
24896,Gen,McConalogue,Senior Engineer,2001-09-05,9999-01-01
24902,Przemyslawa,Rindone,Senior Engineer,2000-07-25,9999-01-01
24909,Constantine,Garrabrants,Staff,1996-12-30,9999-01-01
24938,Ulf,Nollmann,Senior Engineer,1999-10-17,9999-01-01
24954,Foong,Swick,Senior Engineer,1997-01-12,9999-01-01
24967,Kwok,Birta,Senior Staff,1998-06-05,9999-01-01
24976,Khun,Vakili,Senior Staff,1994-08-04,9999-01-01
24985,Martins,Bottner,Senior Staff,1993-04-03,9999-01-01
25016,Danny,Asrin,Senior Engineer,1995-05-09,9999-01-01
25034,Odinaldo,Petersohn,Senior Engineer,1997-04-09,9999-01-01
25037,Adib,Magliocco,Senior Engineer,1999-11-18,9999-01-01
25046,Mart,Cyre,Senior Engineer,1994-07-14,9999-01-01
25060,Kristen,Birta,Senior Engineer,1991-07-21,9999-01-01
25097,Adamantios,Picel,Senior Staff,1997-07-13,9999-01-01
25102,Ramalingam,Bednarek,Senior Engineer,1999-04-22,9999-01-01
25106,Ult,Syrotiuk,Senior Staff,2001-11-24,9999-01-01
25139,Aloke,Jiang,Senior Engineer,1995-01-03,9999-01-01
25154,Eldridge,Eugenio,Senior Staff,1988-11-22,9999-01-01
25162,Kazuhiko,Bamford,Senior Engineer,1989-04-10,9999-01-01
25165,Tayeb,Grabner,Senior Staff,1998-03-18,9999-01-01
25190,Paris,Khasidashvili,Senior Staff,1994-08-28,9999-01-01
25220,Shuho,Mullainathan,Senior Engineer,1993-11-18,9999-01-01
25244,Ayonca,Rosay,Engineer,1997-08-17,9999-01-01
25261,Hilari,Perez,Senior Engineer,2002-06-12,9999-01-01
25308,Abdelaziz,Mayerwieser,Senior Engineer,1993-09-02,9999-01-01
25324,Shounak,Reutenauer,Senior Staff,1999-09-16,9999-01-01
25327,Mohamadou,Miculan,Senior Engineer,1997-05-04,9999-01-01
25344,Akhilish,Brlek,Senior Engineer,1997-11-06,9999-01-01
25363,Ipke,Moehrke,Senior Staff,1986-07-05,9999-01-01
25372,Thanasis,Peyn,Engineer,1996-07-06,9999-01-01
25375,Shan,Hettesheimer,Senior Engineer,1995-09-06,9999-01-01
25401,Arunachalam,Francisci,Senior Engineer,1987-08-02,9999-01-01
25406,Dung,Improta,Senior Staff,1996-09-23,9999-01-01
25429,Sugwoo,Valette,Senior Engineer,2002-03-21,9999-01-01
25462,Vasilii,Rohrbach,Senior Engineer,1993-03-26,9999-01-01
25468,Koldo,Bugaenko,Staff,1998-11-28,9999-01-01
25491,Annemarie,Rosis,Senior Engineer,1993-09-11,9999-01-01
25495,Stein,Lakshmanan,Senior Engineer,1997-08-20,9999-01-01
25504,Pramod,Servi,Senior Staff,1991-09-19,9999-01-01
25520,Sajjad,Rubsam,Senior Engineer,1996-02-02,9999-01-01
25537,Akeel,Ibel,Senior Staff,1995-07-05,9999-01-01
25541,Mohua,Danley,Senior Engineer,1987-05-20,9999-01-01
25573,Trygve,Bahi,Senior Staff,1997-12-31,9999-01-01
25576,Izaskun,Piazza,Senior Engineer,1995-01-17,9999-01-01
25592,Danai,Naudin,Technique Leader,1993-12-28,9999-01-01
25599,Masoud,Pillow,Senior Staff,1986-05-13,9999-01-01
25613,Volkmar,Nannarelli,Engineer,1999-08-14,9999-01-01
25632,Arunachalam,Ramamoorthy,Senior Engineer,1998-05-20,9999-01-01
25633,Haldon,Azumi,Senior Staff,1993-01-09,9999-01-01
25643,Adin,Peak,Staff,1999-06-11,9999-01-01
25644,Kwangho,Straney,Senior Staff,1993-12-13,9999-01-01
25659,Yishay,Rissland,Senior Staff,1999-06-15,9999-01-01
25685,Shalesh,Sommer,Senior Staff,1995-06-20,9999-01-01
25690,Ennio,Hedayat,Technique Leader,1997-10-17,9999-01-01
25705,Cathie,Iacovou,Senior Engineer,2000-08-20,9999-01-01
25720,Moie,Majewski,Senior Engineer,1998-10-03,9999-01-01
25741,Toshimori,Naumovich,Senior Staff,1996-08-28,9999-01-01
25746,Arup,Azumi,Engineer,2001-03-03,9999-01-01
25752,Lijie,Sichman,Engineer,1996-11-10,9999-01-01
25761,Hugo,Lundstrom,Senior Staff,1990-07-29,9999-01-01
25772,Greger,Marrevee,Senior Staff,1999-12-28,9999-01-01
25797,Morrie,Nooteboom,Engineer,1999-12-20,9999-01-01
25801,Genta,Trogemann,Senior Staff,1995-05-27,9999-01-01
25802,Jovan,Wissmann,Staff,1998-07-02,9999-01-01
25816,Jenwei,Ertl,Staff,1995-12-17,9999-01-01
25862,Khaled,Tasistro,Senior Engineer,1993-09-05,9999-01-01
25885,Takanari,Zockler,Staff,1994-11-21,9999-01-01
25906,Bokyung,Gulak,Senior Engineer,1993-11-12,9999-01-01
25909,Mabry,Fendler,Senior Engineer,2000-09-23,9999-01-01
25916,Randy,Krogh,Senior Staff,2000-10-24,9999-01-01
25936,Siddarth,Ecklund,Senior Staff,1989-01-12,9999-01-01
25937,Angus,Bodoff,Senior Engineer,1987-06-06,9999-01-01
25963,Jiakeng,Fandrianto,Senior Staff,1999-07-08,9999-01-01
25972,Demos,Escriba,Technique Leader,1991-08-25,9999-01-01
25990,Suzette,Kroll,Senior Staff,1995-02-28,9999-01-01
26013,Martijn,Malabarba,Engineer,1999-06-16,9999-01-01
26020,Deborah,Moffat,Senior Staff,2001-07-03,9999-01-01
26043,Ortrun,Zielinski,Senior Staff,2001-10-03,9999-01-01
26113,Larisa,Brandsma,Staff,1997-11-18,9999-01-01
26131,Manu,Rahimi,Senior Engineer,1996-05-10,9999-01-01
26137,Lokesh,Gelosh,Senior Engineer,1996-09-14,9999-01-01
26140,Phule,Stemann,Senior Engineer,2000-04-20,9999-01-01
26153,Reuven,Bernini,Senior Engineer,1993-05-14,9999-01-01
26162,Yechiam,Grospietsch,Senior Engineer,1985-07-26,9999-01-01
26168,Frazer,Koblitz,Staff,1999-09-10,9999-01-01
26188,Karlis,Hartvigsen,Senior Staff,1987-04-24,9999-01-01
26190,Akeel,Heuter,Staff,1997-09-18,9999-01-01
26235,Jianhui,Gunderson,Senior Staff,1994-09-04,9999-01-01
26248,Takanari,Junet,Technique Leader,1996-05-12,9999-01-01
26253,Gopalakrishnan,Alblas,Staff,1995-04-26,9999-01-01
26264,Sachio,Speckmann,Senior Staff,1990-12-28,9999-01-01
26271,Yonghoan,Crabtree,Senior Staff,1999-06-09,9999-01-01
26289,Baoqiu,Michaels,Senior Engineer,1993-04-23,9999-01-01
26333,Heather,Conta,Engineer,1996-02-12,9999-01-01
26340,Pradeep,Bahl,Senior Engineer,1998-03-30,9999-01-01
26373,Brewster,Bottner,Engineer,1998-05-30,9999-01-01
26384,Macha,Picci,Senior Staff,1994-09-05,9999-01-01
26398,Fay,Flowers,Senior Staff,1995-05-28,9999-01-01
26408,Luisa,Khasidashvili,Senior Staff,1998-06-18,9999-01-01
26428,Foong,Delgrossi,Engineer,1995-05-27,9999-01-01
26432,Honesty,Krichel,Staff,1997-10-10,9999-01-01
26444,Yoshimitsu,Heuter,Engineer,1997-10-17,9999-01-01
26470,Toshimi,Danley,Senior Engineer,1996-07-13,9999-01-01
26488,Zdislav,Perly,Senior Staff,1998-05-06,9999-01-01
26506,Mabry,Cangellaris,Senior Staff,2001-08-13,9999-01-01
26508,Divier,Sambasivam,Senior Engineer,1993-02-13,9999-01-01
26569,Zvonko,Penttonen,Senior Engineer,1989-09-27,9999-01-01
26585,Stella,Rettelbach,Senior Staff,1993-05-30,9999-01-01
26590,Adhemar,Beilner,Staff,1999-10-29,9999-01-01
26646,Ottavia,Muhling,Senior Staff,2001-05-05,9999-01-01
26667,Moon,Schrift,Senior Engineer,1988-02-01,9999-01-01
26668,Berhard,Bahk,Senior Staff,1993-04-30,9999-01-01
26729,Pantung,Smeets,Senior Engineer,2001-01-12,9999-01-01
26730,Chirstian,Oskamp,Engineer,1997-05-14,9999-01-01
26751,Demin,Mersereau,Staff,1994-08-23,9999-01-01
26754,Lucien,Kowalchuk,Assistant Engineer,1999-12-03,9999-01-01
26811,Prodip,Farrow,Senior Staff,1996-01-28,9999-01-01
26812,Licheng,Noriega,Senior Engineer,1993-12-04,9999-01-01
26819,Maria,Picaronny,Engineer,1998-02-24,9999-01-01
26827,Elvia,Roisin,Engineer,1999-09-20,9999-01-01
26833,Hirochika,Gustavson,Senior Staff,1999-11-07,9999-01-01
26836,Alassane,Hofstetter,Senior Staff,1999-12-12,9999-01-01
26846,Ewing,Chinal,Senior Engineer,1999-08-21,9999-01-01
26848,Boalin,Pollacia,Engineer,1999-04-26,9999-01-01
26871,Marco,Perry,Technique Leader,1996-12-08,9999-01-01
26906,Conor,Koyama,Senior Staff,1995-09-06,9999-01-01
26916,Constantino,Asmuth,Senior Engineer,1997-11-15,9999-01-01
26958,Juichirou,Raoux,Senior Engineer,1987-08-11,9999-01-01
27004,Yunming,Greenaway,Senior Staff,2001-02-26,9999-01-01
27055,Yaghout,Dulay,Senior Staff,1994-07-17,9999-01-01
27112,Yechezkel,Anily,Senior Engineer,1995-06-03,9999-01-01
27118,Anestis,Azadmanesh,Senior Engineer,1989-09-03,9999-01-01
27154,Jinxi,Gaughan,Senior Staff,1998-04-28,9999-01-01
27244,Karlis,Segond,Senior Staff,1998-02-23,9999-01-01
27249,Martins,Kushnir,Senior Staff,1986-09-10,9999-01-01
27254,Trygve,Sewelson,Senior Engineer,1986-10-19,9999-01-01
27255,Yannis,Kropf,Staff,1998-09-11,9999-01-01
27259,Michaela,Lipner,Staff,2000-01-04,9999-01-01
27319,Adin,Bashian,Senior Staff,1996-12-05,9999-01-01
27324,Sven,Merro,Senior Engineer,1995-08-23,9999-01-01
27330,Cedric,Lowrie,Engineer,1998-11-30,9999-01-01
27332,Charmane,Merey,Senior Engineer,1994-01-14,9999-01-01
27337,Mads,Undy,Engineer,1997-08-13,9999-01-01
27339,Mohammad,Katalagarianos,Senior Engineer,1996-03-08,9999-01-01
27340,Remzi,Rahimi,Technique Leader,1993-05-26,9999-01-01
27364,Vojin,Sooriamurthi,Engineer,1996-07-26,9999-01-01
27434,Hein,Comte,Senior Engineer,1996-04-08,9999-01-01
27446,Heon,Levergood,Senior Staff,1995-09-16,9999-01-01
27482,Janalee,Zeleznik,Senior Engineer,1999-10-22,9999-01-01
27492,Guoxiang,Provine,Senior Engineer,1997-08-21,9999-01-01
27497,Sailaja,Uhrig,Senior Engineer,1995-11-22,9999-01-01
27506,Hugo,Mitchem,Senior Staff,1997-12-03,9999-01-01
27528,Martijn,Baranowski,Technique Leader,1995-09-07,9999-01-01
27553,JoAnna,Penttonen,Senior Staff,1996-03-20,9999-01-01
27555,Murthy,Kading,Engineer,1999-03-18,9999-01-01
27564,Demin,Yoshizawa,Senior Engineer,2000-09-08,9999-01-01
27619,Ronghao,Poulakidas,Senior Staff,2001-11-15,9999-01-01
27628,Stafford,Blokdijk,Engineer,2000-02-01,9999-01-01
27642,Muneo,Zockler,Senior Engineer,1992-08-10,9999-01-01
27652,Jacqueline,Matteis,Senior Staff,2001-10-08,9999-01-01
27658,Fabrizio,Pargaonkar,Technique Leader,1995-06-11,9999-01-01
27659,Wojceich,Werthner,Senior Engineer,1996-06-18,9999-01-01
27664,Percy,Zolotykh,Senior Engineer,2001-07-20,9999-01-01
27725,DAIDA,Pavlopoulou,Staff,1998-11-11,9999-01-01
27776,Baruch,Ramras,Senior Engineer,2001-07-02,9999-01-01
27780,Siamak,Simkin,Senior Staff,1993-04-29,9999-01-01
27783,Christoper,Strehl,Senior Staff,2000-11-09,9999-01-01
27785,Feipei,Mukaidono,Staff,1997-11-22,9999-01-01
27817,Uri,Lakshmanan,Senior Staff,2001-08-24,9999-01-01
27819,Vidya,Zhiwei,Senior Engineer,1999-02-23,9999-01-01
27856,Lokesh,Holburn,Senior Engineer,1995-11-02,9999-01-01
27880,Yinlin,Poujol,Senior Engineer,1998-12-19,9999-01-01
27897,Mabo,Melski,Senior Engineer,1999-03-01,9999-01-01
27939,Seongbae,Axelband,Senior Engineer,1999-12-10,9999-01-01
27942,Tianruo,Orlowska,Senior Staff,1999-11-12,9999-01-01
27958,Uno,Hasham,Senior Engineer,1990-08-02,9999-01-01
27959,Moheb,Dusink,Senior Engineer,1993-09-13,9999-01-01
27975,Remmert,Rehfuss,Senior Engineer,1991-07-30,9999-01-01
27978,Sedat,Unni,Senior Engineer,1990-08-29,9999-01-01
28001,Sachar,Slutz,Senior Staff,2000-05-23,9999-01-01
28035,Florina,Merro,Assistant Engineer,1999-09-13,9999-01-01
28139,Theron,Merkl,Senior Engineer,1995-05-12,9999-01-01
28161,Kwan,Nicolson,Senior Staff,1996-06-04,9999-01-01
28186,Junichi,Georgatos,Technique Leader,1998-12-27,9999-01-01
28207,Sakthirel,Ebeling,Senior Engineer,1993-09-12,9999-01-01
28224,Debatosh,Crabtree,Senior Staff,1998-04-14,9999-01-01
28243,Marsal,Jording,Senior Engineer,2002-04-16,9999-01-01
28249,Goh,Badr,Senior Engineer,1997-06-01,9999-01-01
28256,Armond,Valiente,Technique Leader,1994-02-13,9999-01-01
28271,Sugwoo,Wynblatt,Senior Engineer,1995-01-26,9999-01-01
28283,Quingbo,Dulay,Engineer,1997-02-10,9999-01-01
28298,Holgard,Ritcey,Senior Staff,1996-07-03,9999-01-01
28306,Wilmer,Papsdorf,Senior Engineer,1996-08-29,9999-01-01
28350,Theron,Heusch,Senior Staff,1994-06-07,9999-01-01
28352,Urs,Pero,Engineer,1998-11-25,9999-01-01
28354,Geoffrey,Prochazka,Senior Engineer,1986-10-22,9999-01-01
28369,Ronghao,Nourani,Senior Staff,1996-04-02,9999-01-01
28373,Steen,Bhattacharjee,Senior Staff,1993-11-29,9999-01-01
28383,Gladys,Chimia,Senior Staff,1997-10-09,9999-01-01
28385,Filipp,Conia,Senior Staff,1993-07-30,9999-01-01
28386,Snehasis,Spelt,Senior Engineer,1996-03-08,9999-01-01
28440,Cordelia,Tomescu,Senior Staff,2001-02-24,9999-01-01
28468,Zorica,Hasham,Senior Staff,1996-07-04,9999-01-01
28479,Nahum,Bondorf,Senior Staff,2001-04-17,9999-01-01
28498,Khun,Rosaz,Staff,1998-04-27,9999-01-01
28510,Subhankar,Desikan,Technique Leader,1988-11-25,9999-01-01
28540,Jiang,Ladret,Engineer,1995-10-23,9999-01-01
28554,Barry,Salverda,Senior Engineer,1990-12-25,9999-01-01
28561,Basem,Speek,Staff,1998-12-03,9999-01-01
28565,Rosalie,Bain,Senior Staff,2001-06-19,9999-01-01
28596,Perla,Porotnikoff,Senior Staff,1995-04-07,9999-01-01
28613,Giao,Stemann,Senior Engineer,1998-11-24,9999-01-01
28619,Pragnesh,Majewski,Staff,1998-12-05,9999-01-01
28626,Junichi,Tramer,Senior Engineer,1999-07-18,9999-01-01
28635,Serap,Kermarrec,Engineer,1997-11-08,9999-01-01
28645,Djelloul,Decleir,Senior Engineer,1999-11-21,9999-01-01
28665,Gro,Ruemmler,Senior Engineer,2000-09-07,9999-01-01
28681,Danny,Dalton,Senior Engineer,1997-10-01,9999-01-01
28689,Jessie,Lores,Senior Staff,2000-02-02,9999-01-01
28705,Nadjib,Skrikant,Senior Engineer,1997-01-16,9999-01-01
28761,Xiping,Birdsall,Senior Staff,1999-04-24,9999-01-01
28763,Selwyn,Bojadziev,Senior Staff,1998-07-08,9999-01-01
28773,Tomokazu,Polupanov,Senior Engineer,1986-03-19,9999-01-01
28776,Stevo,Narlikar,Senior Engineer,1998-09-14,9999-01-01
28785,Changho,Gilg,Senior Engineer,2000-05-08,9999-01-01
28818,Hongzhu,Panienski,Senior Engineer,1999-01-13,9999-01-01
28834,Gil,Vickson,Engineer,1999-01-14,9999-01-01
28844,Chiranjit,Hiltgen,Senior Engineer,1999-04-18,9999-01-01
28857,Zissis,Murillo,Senior Engineer,1999-04-13,9999-01-01
28861,Jaber,Walston,Senior Staff,2002-03-29,9999-01-01
28868,Ennio,Lichtman,Senior Engineer,2002-06-03,9999-01-01
28882,Bodo,Nanard,Senior Engineer,1992-11-03,9999-01-01
28886,Krister,Schnabel,Senior Staff,2001-04-24,9999-01-01
28893,Khue,Yurov,Senior Engineer,1994-01-26,9999-01-01
28897,Ennio,Schieder,Engineer,1998-03-06,9999-01-01
28922,Xiadong,Willoner,Engineer,1999-07-03,9999-01-01
28930,Isaac,Schade,Engineer,1997-07-17,9999-01-01
28968,Shalesh,Gerteisen,Engineer,1998-11-11,9999-01-01
28975,Weijing,McConalogue,Senior Staff,1993-05-20,9999-01-01
28978,Vojin,Giarratana,Senior Staff,1999-02-16,9999-01-01
29003,Weicheng,Erol,Assistant Engineer,1995-11-05,9999-01-01
29024,Qunsheng,Itzigehl,Senior Engineer,1997-05-21,9999-01-01
29057,Yongdong,Kitai,Senior Engineer,1996-01-04,9999-01-01
29101,Jouni,Salverda,Senior Engineer,1996-09-23,9999-01-01
29129,Poorav,Stassinopoulos,Senior Staff,1994-05-26,9999-01-01
29161,Youssef,Foote,Engineer,1997-08-31,9999-01-01
29171,Syozo,Baaleh,Senior Staff,1989-01-30,9999-01-01
29182,Arumugam,Aamodt,Senior Staff,1992-01-09,9999-01-01
29191,Ayakannu,Krogh,Engineer,1999-12-07,9999-01-01
29194,Sarita,Peris,Senior Engineer,1997-10-22,9999-01-01
29197,Marlo,Stentiford,Staff,1993-12-18,9999-01-01
29206,Yunming,Chimia,Senior Engineer,2001-11-18,9999-01-01
29236,Radhia,Felcyn,Engineer,1994-02-17,9999-01-01
29250,Radoslaw,Besancenot,Senior Staff,1995-06-26,9999-01-01
29253,Mingzeng,Eastman,Senior Engineer,2002-05-01,9999-01-01
29312,Yefim,Feldhoffer,Engineer,1997-10-29,9999-01-01
29318,Bernardo,Karlin,Senior Engineer,1994-05-15,9999-01-01
29329,Takushi,Sooriamurthi,Senior Engineer,1998-10-14,9999-01-01
29354,Syozo,Nooteboom,Senior Staff,1995-02-28,9999-01-01
29366,Domenico,Ohori,Senior Staff,1993-06-19,9999-01-01
29371,Hyuncheol,Bottner,Senior Staff,1999-12-31,9999-01-01
29389,Takushi,Swist,Senior Staff,1997-07-05,9999-01-01
29406,Troy,Haraldson,Senior Staff,2002-06-17,9999-01-01
29410,Heejo,Munke,Senior Engineer,1989-05-08,9999-01-01
29430,Heeju,Schonegge,Senior Engineer,2002-02-24,9999-01-01
29431,Jeong,Bresenham,Senior Staff,1999-08-18,9999-01-01
29456,Barun,Krohm,Staff,1998-03-01,9999-01-01
29486,Jouni,Gerteisen,Senior Engineer,1985-06-03,9999-01-01
29488,Niclas,Eastman,Technique Leader,1988-06-24,9999-01-01
29495,Mizuhito,Morrey,Senior Staff,1995-11-19,9999-01-01
29499,Richard,Schwartzburd,Assistant Engineer,1999-09-07,9999-01-01
29511,Sadegh,Taubman,Engineer,1998-10-13,9999-01-01
29513,Genki,Cusworth,Senior Engineer,1990-07-08,9999-01-01
29515,Kish,Karcich,Senior Engineer,1996-12-30,9999-01-01
29529,Leni,Coors,Engineer,1997-07-14,9999-01-01
29574,Gretta,Klyachko,Senior Engineer,1998-01-13,9999-01-01
29583,Subhada,Waymire,Senior Staff,1993-07-16,9999-01-01
29597,Yoshinari,Codenie,Senior Engineer,1990-04-25,9999-01-01
29666,Yonghong,Thummel,Senior Staff,2002-03-24,9999-01-01
29706,Giordano,Farrow,Senior Engineer,1995-10-02,9999-01-01
29797,Selwyn,Krzyzanowski,Technique Leader,1988-10-18,9999-01-01
29799,Weiyi,Kroon,Staff,1997-03-05,9999-01-01
29802,Herb,Paciorek,Senior Engineer,2001-06-06,9999-01-01
29810,Arne,Madeira,Senior Engineer,1993-11-25,9999-01-01
29811,Erzsebet,Kohling,Technique Leader,1987-12-17,9999-01-01
29829,Pranjal,Pepe,Senior Engineer,1992-03-28,9999-01-01
29836,Kazuhiko,Ossenbruggen,Senior Staff,1998-10-21,9999-01-01
29856,Yuichiro,Pardalos,Senior Engineer,1988-09-23,9999-01-01
29865,Mingsen,Genther,Senior Staff,1999-05-05,9999-01-01
29870,Troy,Stranks,Staff,1997-03-05,9999-01-01
29873,Monique,Aloisi,Senior Engineer,2000-12-09,9999-01-01
29877,Mingsen,Kitai,Senior Staff,1994-06-02,9999-01-01
29890,Stabislas,Lores,Senior Staff,1992-01-27,9999-01-01
29902,Kasturi,Asser,Senior Staff,1987-12-05,9999-01-01
29905,Guther,Koyama,Senior Staff,1996-12-27,9999-01-01
29911,Jiafu,Schnelling,Senior Staff,1997-01-23,9999-01-01
29916,Boaz,Escriba,Technique Leader,1997-09-10,9999-01-01
29927,Kwun,Schiettecatte,Senior Staff,2001-05-14,9999-01-01
29938,Mariusz,Serna,Senior Engineer,1999-02-03,9999-01-01
29991,Aral,Rosenbaum,Senior Staff,1995-07-12,9999-01-01
30003,Takahito,Vilarrasa,Senior Staff,1998-01-06,9999-01-01
30016,Nathan,Nastansky,Senior Engineer,1996-09-24,9999-01-01
30021,Martijn,Rosca,Senior Staff,1996-06-01,9999-01-01
30039,Ronghao,Antonisse,Senior Engineer,1995-02-07,9999-01-01
30047,Utpal,Schlumberger,Senior Staff,1999-08-17,9999-01-01
30101,Berni,Olano,Technique Leader,1986-12-23,9999-01-01
30103,Murthy,Gini,Senior Staff,1997-01-10,9999-01-01
30106,Zeljko,Yamaashi,Engineer,1999-03-21,9999-01-01
30120,Francoise,Ghelli,Engineer,1998-01-18,9999-01-01
30136,Unal,Baranowski,Senior Staff,1986-10-08,9999-01-01
30148,Lakshmi,Linnainmaa,Senior Staff,1993-08-10,9999-01-01
30206,Toong,Mandelberg,Senior Staff,1988-04-07,9999-01-01
30220,Marjo,Bouloucos,Engineer,1997-09-04,9999-01-01
30223,Jasminko,Melski,Senior Engineer,1997-04-17,9999-01-01
30231,Heon,Cichocki,Senior Engineer,1995-03-03,9999-01-01
30253,Renee,Valette,Senior Staff,1993-05-02,9999-01-01
30260,Trygve,Feinberg,Senior Staff,1997-08-12,9999-01-01
30274,Hironoby,Chiola,Senior Engineer,1995-03-07,9999-01-01
30305,Pramod,Chappelet,Senior Staff,1996-05-30,9999-01-01
30309,Jayesh,Azevdeo,Staff,1997-04-12,9999-01-01
30313,Srinidhi,Candan,Senior Engineer,2000-10-31,9999-01-01
30314,Quingbo,Beutelspacher,Assistant Engineer,1996-06-16,9999-01-01
30351,Djenana,Blokdijk,Senior Staff,1991-07-15,9999-01-01
30358,Phuoc,Radhakrishnan,Technique Leader,1989-10-05,9999-01-01
30364,Miquel,Byoun,Senior Engineer,1997-06-26,9999-01-01
30380,Jianhao,Templeman,Engineer,1996-11-28,9999-01-01
30418,Adit,Perl,Senior Staff,1996-08-31,9999-01-01
30466,Sumant,Giaccio,Senior Staff,1999-02-20,9999-01-01
30470,Siamak,Jayawardene,Senior Engineer,1999-07-30,9999-01-01
30497,Youjian,Pettis,Senior Staff,1994-07-08,9999-01-01
30509,Keiichiro,Comellas,Senior Staff,1993-04-29,9999-01-01
30515,Surveyors,Walstra,Senior Staff,1999-06-23,9999-01-01
30521,Tetsushi,Kroha,Engineer,1997-07-24,9999-01-01
30525,Snehasis,Matzen,Senior Staff,1991-10-18,9999-01-01
30537,Bluma,Gini,Senior Engineer,1993-10-19,9999-01-01
30559,Moss,Neimat,Senior Staff,2000-01-26,9999-01-01
30571,Ziva,Bonifati,Engineer,1997-07-31,9999-01-01
30576,Christfried,Heijenga,Engineer,1997-09-28,9999-01-01
30582,Oscar,Kavanagh,Engineer,1997-12-20,9999-01-01
30622,Naftali,Perko,Senior Engineer,1987-01-12,9999-01-01
30634,Patricio,Farrel,Senior Engineer,1987-12-06,9999-01-01
30645,Saddek,Herbst,Engineer,1996-04-18,9999-01-01
30649,Baruch,Peron,Technique Leader,1995-10-20,9999-01-01
30662,Basil,Pouyioutas,Senior Staff,1997-02-26,9999-01-01
30664,Jixiang,Peot,Senior Engineer,1996-01-10,9999-01-01
30670,Lillian,Zizka,Staff,1997-06-27,9999-01-01
30712,Lijie,Byoun,Senior Engineer,1993-05-10,9999-01-01
30727,Toshimitsu,Sury,Senior Staff,1994-08-25,9999-01-01
30744,Khatoun,Fadgyas,Senior Staff,1997-04-15,9999-01-01
30747,Uma,Laurillard,Senior Engineer,1999-03-08,9999-01-01
30753,Cullen,Khalid,Senior Engineer,1995-05-30,9999-01-01
30764,Heping,Qiwen,Senior Engineer,1990-06-13,9999-01-01
30769,Berry,Frolund,Senior Staff,1994-01-11,9999-01-01
30775,Susanna,Ecklund,Engineer,1999-03-13,9999-01-01
30788,Kazuhisa,Schaft,Senior Staff,2000-07-21,9999-01-01
30791,Xiong,Ariola,Technique Leader,1986-09-13,9999-01-01
30808,Tristan,Chepyzhov,Senior Engineer,1990-03-05,9999-01-01
30809,Zengping,Kermarrec,Engineer,1999-10-04,9999-01-01
30829,Kagan,Schaft,Senior Engineer,1999-03-08,9999-01-01
30834,Van,Erdi,Senior Staff,1994-10-08,9999-01-01
30846,Nidapan,Montresor,Senior Engineer,1994-10-22,9999-01-01
30910,Luise,Zastre,Senior Engineer,2001-06-27,9999-01-01
30915,Tomoyuki,Sabnani,Engineer,1997-05-07,9999-01-01
30919,Leen,Cochrane,Senior Engineer,1998-05-22,9999-01-01
30958,Sham,Jayawardene,Senior Engineer,1996-08-20,9999-01-01
30969,Berry,Imataki,Senior Staff,1996-08-17,9999-01-01
30998,Zhongwei,Ebeling,Senior Engineer,1997-05-14,9999-01-01
31005,Ulises,Gustavson,Senior Engineer,1997-08-12,9999-01-01
31017,Geoffry,Kitsuregawa,Staff,1997-11-17,9999-01-01
31019,Arve,Junot,Senior Engineer,1998-12-16,9999-01-01
31089,Kshitij,Cannane,Senior Staff,1985-06-13,9999-01-01
31091,Tua,Rebaine,Engineer,1999-02-07,9999-01-01
31106,Oscal,Kulisch,Senior Staff,1991-03-25,9999-01-01
31122,Remko,Ghemri,Senior Engineer,1998-11-21,9999-01-01
31128,Serif,Frolund,Assistant Engineer,1996-02-21,9999-01-01
31176,Brewster,Narahari,Senior Engineer,1997-12-25,9999-01-01
31189,Shounak,Erdmenger,Senior Staff,1994-01-31,9999-01-01
31196,Barry,Emmart,Senior Engineer,1988-10-03,9999-01-01
31212,Weicheng,Eppinger,Senior Staff,1998-10-30,9999-01-01
31227,Aluzio,McConalogue,Senior Engineer,1992-01-26,9999-01-01
31233,Hatem,Waschkowski,Senior Engineer,1992-08-13,9999-01-01
31286,Marsha,Magliocco,Senior Engineer,1991-06-03,9999-01-01
31289,Zhigen,Luiz,Senior Staff,1992-12-14,9999-01-01
31292,Elgin,Terlouw,Senior Engineer,1991-07-18,9999-01-01
31321,Gretta,Gelosh,Senior Engineer,1995-03-29,9999-01-01
31328,Shigeo,Matzov,Senior Engineer,2000-03-25,9999-01-01
31344,Saddek,Gerteisen,Senior Staff,1993-04-29,9999-01-01
31361,Jouko,Danley,Staff,1999-02-25,9999-01-01
31371,Feixiong,Hartvigsen,Senior Engineer,1986-05-20,9999-01-01
31373,Nevin,Wuwongse,Engineer,1997-05-19,9999-01-01
31390,Fei,Liedekerke,Staff,1998-04-03,9999-01-01
31394,Martial,Lieberherr,Staff,1996-06-25,9999-01-01
31402,Stabislas,Cools,Senior Engineer,1993-12-19,9999-01-01
31410,Mountaz,Iwayama,Engineer,1996-09-25,9999-01-01
